,id,organization_id,name,type,age,gender,size,contact,url
10,70490315,CA2373,Diamond,Dog,Young,Female,Small,"{'email': 'norcalbullybreedrescue@gmail.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Citrus Heights', 'state': 'CA', 'postcode': '95610', 'country': 'US'}}",https://www.petfinder.com/dog/diamond-70490315/ca/citrus-heights/norcal-bully-breed-rescue-ca2373/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
11,70490316,TX2584,Ollie,Dog,Baby,Male,Large,"{'email': 'rescuetexasdogs@gmail.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Humble', 'state': 'TX', 'postcode': '77396', 'country': 'US'}}",https://www.petfinder.com/dog/ollie-70490316/tx/humble/rescue-texas-tx2584/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
12,70490314,CT142,Marshall ,Dog,Young,Male,Large,"{'email': 'friendsofwindhamanimalshelter@gmail.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Mansfield Center', 'state': 'CT', 'postcode': '06250', 'country': 'US'}}",https://www.petfinder.com/dog/marshall-70490314/ct/mansfield-center/cats-northeast-inc-ct142/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
13,70490313,CA2686,Bobbi,Dog,Baby,Female,Large,"{'email': 'alljoy4paws@yahoo.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Mesa', 'state': 'AZ', 'postcode': '85206', 'country': 'US'}}",https://www.petfinder.com/dog/bobbi-70490313/az/mesa/alljoy4paws-inc-ca2686/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
14,70490311,CA2686,Bobbi,Dog,Baby,Female,Large,"{'email': 'alljoy4paws@yahoo.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Rancho Cucamonga', 'state': 'CA', 'postcode': '91701', 'country': 'US'}}",https://www.petfinder.com/dog/bobbi-70490311/ca/rancho-cucamonga/alljoy4paws-inc-ca2686/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
15,70490310,CA1750,Angelica Litter,Dog,Baby,Male,Small,"{'email': 'application@lovejoyfoundation.org', 'phone': '(310) 719-5707', 'address': {'address1': '1121 West Hillcrest Blvd.', 'address2': None, 'city': 'Inglewood', 'state': 'CA', 'postcode': '90301', 'country': 'US'}}",https://www.petfinder.com/dog/angelica-litter-70490310/ca/inglewood/the-lovejoy-foundation-inc-dot-facility-clubhouse-ca1750/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
16,70490309,GA50,SHILOH,Dog,Adult,Male,Extra Large,"{'email': 'ckersey533@aol.com', 'phone': '770-499-4136', 'address': {'address1': '1060 Al Bishop Drive', 'address2': None, 'city': 'Marietta', 'state': 'GA', 'postcode': '30008', 'country': 'US'}}",https://www.petfinder.com/dog/shiloh-70490309/ga/marietta/friends-of-shelter-animals-for-cobb-county-ga50/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
17,70490307,CA2686,Bobbi,Dog,Baby,Female,Large,"{'email': 'alljoy4paws@yahoo.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Anaheim', 'state': 'CA', 'postcode': '92807', 'country': 'US'}}",https://www.petfinder.com/dog/bobbi-70490307/ca/anaheim/alljoy4paws-inc-ca2686/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
18,70490305,QC41,Lolo et Ludwig,Cat,Baby,Male,Medium,"{'email': 'adoptionspcamonteregie@gmail.com', 'phone': None, 'address': {'address1': '178 Chemin du Vide', 'address2': None, 'city': 'Sainte-Angele-de-Monnoir', 'state': 'QC', 'postcode': 'J0L 1P0', 'country': 'CA'}}",https://www.petfinder.com/cat/lolo-et-ludwig-70490305/qc/sainte-angele-de-monnoir/spca-monteregie-qc41/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
19,70490301,CA2686,Dolly,Dog,Baby,Female,Large,"{'email': 'alljoy4paws@yahoo.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Rancho Cucamonga', 'state': 'CA', 'postcode': '91701', 'country': 'US'}}",https://www.petfinder.com/dog/dolly-70490301/ca/rancho-cucamonga/alljoy4paws-inc-ca2686/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
20,70490300,TN147,Yoshi,Cat,Young,Male,Medium,"{'email': 'mewtopia1@yahoo.com', 'phone': '901-503-9328 ', 'address': {'address1': '1010 S. Yates', 'address2': None, 'city': 'Memphis', 'state': 'TN', 'postcode': '38119', 'country': 'US'}}",https://www.petfinder.com/cat/yoshi-70490300/tn/memphis/mewtopia-cat-rescue-tn147/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
21,70490297,CA2686,Dolly,Dog,Baby,Female,Large,"{'email': 'alljoy4paws@yahoo.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Mesa', 'state': 'AZ', 'postcode': '85206', 'country': 'US'}}",https://www.petfinder.com/dog/dolly-70490297/az/mesa/alljoy4paws-inc-ca2686/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
22,70490295,WA02,Leia,Cat,Adult,Female,Medium,"{'email': 'catsadopt@popptricities.org', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Pasco', 'state': 'WA', 'postcode': '99301', 'country': 'US'}}",https://www.petfinder.com/cat/leia-70490295/wa/pasco/pet-over-population-prevention-popp-wa02/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
23,70490293,WA727,Lucky,Dog,Young,Male,Large,"{'email': 'fureveryoursdogrescue@gmail.com', 'phone': '(509) 620-6997', 'address': {'address1': None, 'address2': None, 'city': 'Oroville', 'state': 'WA', 'postcode': '98844', 'country': 'US'}}",https://www.petfinder.com/dog/lucky-70490293/wa/oroville/fur-ever-yours-dog-rescue-wa727/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
24,70490292,CA2686,Dolly,Dog,Baby,Female,Large,"{'email': 'alljoy4paws@yahoo.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Anaheim', 'state': 'CA', 'postcode': '92807', 'country': 'US'}}",https://www.petfinder.com/dog/dolly-70490292/ca/anaheim/alljoy4paws-inc-ca2686/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
25,70490287,TN147,Miss Kitty,Cat,Adult,Female,Medium,"{'email': 'mewtopia1@yahoo.com', 'phone': '901-503-9328 ', 'address': {'address1': '1010 S. Yates', 'address2': None, 'city': 'Memphis', 'state': 'TN', 'postcode': '38119', 'country': 'US'}}",https://www.petfinder.com/cat/miss-kitty-70490287/tn/memphis/mewtopia-cat-rescue-tn147/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
26,70490284,TX993,Alani,Cat,Young,Female,Small,"{'email': 'wcras@wilco.org', 'phone': '(512) 943-3322', 'address': {'address1': '1855 SE Inner Loop', 'address2': None, 'city': 'Georgetown', 'state': 'TX', 'postcode': '78626', 'country': 'US'}}",https://www.petfinder.com/cat/alani-70490284/tx/georgetown/williamson-county-regional-animal-shelter-tx993/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
27,70490280,CA2686,Patsy,Dog,Baby,Female,Large,"{'email': 'alljoy4paws@yahoo.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'fontana', 'state': 'CA', 'postcode': '92336', 'country': 'US'}}",https://www.petfinder.com/dog/patsy-70490280/ca/fontana/alljoy4paws-inc-ca2686/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
28,70490277,CA2686,Patsy,Dog,Baby,Female,Large,"{'email': 'alljoy4paws@yahoo.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Mesa', 'state': 'AZ', 'postcode': '85206', 'country': 'US'}}",https://www.petfinder.com/dog/patsy-70490277/az/mesa/alljoy4paws-inc-ca2686/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
29,70490274,CA2686,Patsy,Dog,Baby,Female,Large,"{'email': 'alljoy4paws@yahoo.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Anaheim', 'state': 'CA', 'postcode': '92807', 'country': 'US'}}",https://www.petfinder.com/dog/patsy-70490274/ca/anaheim/alljoy4paws-inc-ca2686/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
30,70490273,TX993,Andre,Cat,Young,Male,Small,"{'email': 'wcras@wilco.org', 'phone': '(512) 943-3322', 'address': {'address1': '1855 SE Inner Loop', 'address2': None, 'city': 'Georgetown', 'state': 'TX', 'postcode': '78626', 'country': 'US'}}",https://www.petfinder.com/cat/andre-70490273/tx/georgetown/williamson-county-regional-animal-shelter-tx993/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
31,70488477,TX2467,Pepsi,Dog,Adult,Female,Large,"{'email': 'waitingunderthewillow@gmail.com', 'phone': '713-962-9813', 'address': {'address1': None, 'address2': None, 'city': 'Houston', 'state': 'TX', 'postcode': '77035', 'country': 'US'}}",https://www.petfinder.com/dog/pepsi-70488477/tx/houston/waiting-under-the-willow-foundation-wuwf-rescue-tx2467/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
32,70490271,GA50,TULLY,Dog,Young,Male,Small,"{'email': 'ckersey533@aol.com', 'phone': '770-499-4136', 'address': {'address1': '1060 Al Bishop Drive', 'address2': None, 'city': 'Marietta', 'state': 'GA', 'postcode': '30008', 'country': 'US'}}",https://www.petfinder.com/dog/tully-70490271/ga/marietta/friends-of-shelter-animals-for-cobb-county-ga50/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
33,70490268,ON580,Rina,Dog,Adult,Female,Small,"{'email': 'Houseofpoochie@hotmail.com', 'phone': '(416) 817-3946', 'address': {'address1': None, 'address2': None, 'city': 'North York', 'state': 'ON', 'postcode': 'M6A 2G4', 'country': 'CA'}}",https://www.petfinder.com/dog/rina-70490268/on/north-york/house-of-poochie-on580/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
34,70490263,CA2686,Shania ,Dog,Baby,Female,Large,"{'email': 'alljoy4paws@yahoo.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'San Luis Obispo', 'state': 'CA', 'postcode': '93401', 'country': 'US'}}",https://www.petfinder.com/dog/shania-70490263/ca/san-luis-obispo/alljoy4paws-inc-ca2686/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
35,70490262,MS231,Amos,Dog,Adult,Male,Small,"{'email': 'info@animalaidms.org', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Pass Christian', 'state': 'MS', 'postcode': '39571', 'country': 'US'}}",https://www.petfinder.com/dog/amos-70490262/ms/pass-christian/animal-a-dot-id-of-ms-ms231/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
36,70490259,CA2686,Shania ,Dog,Baby,Female,Large,"{'email': 'alljoy4paws@yahoo.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Mesa', 'state': 'AZ', 'postcode': '85206', 'country': 'US'}}",https://www.petfinder.com/dog/shania-70490259/az/mesa/alljoy4paws-inc-ca2686/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
37,70490254,CA2686,Shania,Dog,Baby,Female,Large,"{'email': 'alljoy4paws@yahoo.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Anaheim', 'state': 'CA', 'postcode': '92807', 'country': 'US'}}",https://www.petfinder.com/dog/shania-70490254/ca/anaheim/alljoy4paws-inc-ca2686/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
38,70490250,TN147,Taylor & Swift,Cat,Adult,Female,Medium,"{'email': 'mewtopia1@yahoo.com', 'phone': '901-503-9328 ', 'address': {'address1': '1010 S. Yates', 'address2': None, 'city': 'Memphis', 'state': 'TN', 'postcode': '38119', 'country': 'US'}}",https://www.petfinder.com/cat/taylor-and-swift-70490250/tn/memphis/mewtopia-cat-rescue-tn147/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
39,70490248,KY519,Glitter in Wisconsin,Dog,Baby,Female,Large,"{'email': 'lhkyrescue@gmail.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Oak Creek', 'state': 'WI', 'postcode': '53154', 'country': 'US'}}",https://www.petfinder.com/dog/glitter-in-wisconsin-70490248/wi/oak-creek/little-hills-of-kentucky-animal-rescue-inc-ky519/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
40,70490180,IL559,Alayna,Cat,Baby,Female,Medium,"{'email': 'ccilhs@gmail.com', 'phone': '(618) 526-4500', 'address': {'address1': None, 'address2': None, 'city': 'Breese', 'state': 'IL', 'postcode': '62230', 'country': 'US'}}",https://www.petfinder.com/cat/alayna-70490180/il/breese/clinton-county-humane-society-il559/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
41,70490179,CA2903,Spacey ,Dog,Baby,Male,Medium,"{'email': 'Kanesk9s@yahoo.com', 'phone': '(858) 752-9581', 'address': {'address1': None, 'address2': None, 'city': 'El Cajon', 'state': 'CA', 'postcode': '92020', 'country': 'US'}}",https://www.petfinder.com/dog/spacey-70490179/ca/el-cajon/kanes-k9s-and-animal-rescue-ca2903/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
42,70490178,CA2599,Poppy,Dog,Baby,Female,Small,"{'email': 'Findingabestfriend@gmail.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Stockton', 'state': 'CA', 'postcode': '95209', 'country': 'US'}}",https://www.petfinder.com/dog/poppy-70490178/ca/stockton/finding-a-best-friend-rescue-ca2599/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
43,70490177,MO122,Tiara ,Dog,Adult,Female,Large,"{'email': 'jessdmpr@gmail.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Kansas City', 'state': 'MO', 'postcode': '64111', 'country': 'US'}}",https://www.petfinder.com/dog/tiara-70490177/mo/kansas-city/missouri-pit-bull-rescue-mo122/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
44,70490174,CA2390,Glitter,Dog,Baby,Female,Small,"{'email': 'adopt@fresnohumane.org', 'phone': '(559) 600-7387', 'address': {'address1': '1510 West Dan Ronquillo Dr', 'address2': None, 'city': 'Fresno', 'state': 'CA', 'postcode': '93706', 'country': 'US'}}",https://www.petfinder.com/dog/glitter-70490174/ca/fresno/fresno-humane-animal-services-ca2390/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
45,70490175,CA2390,Oswald,Dog,Adult,Male,Large,"{'email': 'adopt@fresnohumane.org', 'phone': '(559) 600-7387', 'address': {'address1': '1510 West Dan Ronquillo Dr', 'address2': None, 'city': 'Fresno', 'state': 'CA', 'postcode': '93706', 'country': 'US'}}",https://www.petfinder.com/dog/oswald-70490175/ca/fresno/fresno-humane-animal-services-ca2390/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
46,70490173,ON648,Mac,Dog,Adult,Male,Small,"{'email': 'angela@secondchanceanimalsanctuary.ca', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Owen Sound', 'state': 'ON', 'postcode': 'N4K 5N5', 'country': 'CA'}}",https://www.petfinder.com/dog/mac-70490173/on/owen-sound/second-chance-animal-sanctuary-and-rescue-on648/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
47,70490168,TX2579,Henry,Dog,Adult,Male,Large,"{'email': 'pearlsplaceusadeb@gmail.com', 'phone': '(254) 654-8307', 'address': {'address1': None, 'address2': None, 'city': 'Temple', 'state': 'TX', 'postcode': '76502', 'country': 'US'}}",https://www.petfinder.com/dog/henry-70490168/tx/temple/pearls-place-tx2579/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
48,70490167,IL559,Daffodil ,Cat,Adult,Female,Medium,"{'email': 'ccilhs@gmail.com', 'phone': '(618) 526-4500', 'address': {'address1': None, 'address2': None, 'city': 'Breese', 'state': 'IL', 'postcode': '62230', 'country': 'US'}}",https://www.petfinder.com/cat/daffodil-70490167/il/breese/clinton-county-humane-society-il559/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
49,70490166,IL507,Rusty,Cat,Baby,Male,Small,"{'email': 'tammy.arsi@gmail.com', 'phone': None, 'address': {'address1': '6595 N. Illinois', 'address2': None, 'city': 'Fairview Heights', 'state': 'IL', 'postcode': '62208', 'country': 'US'}}",https://www.petfinder.com/cat/rusty-70490166/il/fairview-heights/animal-rescue-of-southern-illinois-il507/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
50,70490165,TX2579,Maude,Dog,Senior,Female,Large,"{'email': 'pearlsplaceusadeb@gmail.com', 'phone': '(254) 654-8307', 'address': {'address1': None, 'address2': None, 'city': 'Temple', 'state': 'TX', 'postcode': '76502', 'country': 'US'}}",https://www.petfinder.com/dog/maude-70490165/tx/temple/pearls-place-tx2579/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
51,70490161,PA1015,George,Cat,Young,Male,Medium,"{'email': 'erieanimalnetwork@gmail.com', 'phone': None, 'address': {'address1': '1158 West 26th Street', 'address2': None, 'city': 'Erie', 'state': 'PA', 'postcode': '16509', 'country': 'US'}}",https://www.petfinder.com/cat/george-70490161/pa/erie/erie-animal-network-pa1015/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
52,70490159,CA1649,Tinsley,Rabbit,Young,Female,Small,"{'email': 'eastbayrabbit@gmail.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Livermore', 'state': 'CA', 'postcode': '94550', 'country': 'US'}}",https://www.petfinder.com/rabbit/tinsley-70490159/ca/livermore/east-bay-rabbit-rescue-ca1649/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
